"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar producto a carro de compras","Buscar un producto y agregarlo al carro de compras","SUCCESS","2020-01-13T21:49:00.102-05:00[America/Bogota]","0.0","43.46"
